emp_no,first_name,last_name,to_date,hire_date,from_date,title,present_date,days_of_service
423082,Shrikanth,Braunschweig,9999-01-01,1996-04-14,2001-07-27,Technique Leader,2021-06-09,9187
423087,Magdalena,Litecky,9999-01-01,1998-02-18,1998-02-18,Technique Leader,2021-06-09,8512
423110,Jaroslava,Angiulli,9999-01-01,1996-02-21,2001-02-15,Staff,2021-06-09,9240
423114,Yuqun,Weiland,9999-01-01,1996-01-04,1999-10-09,Engineer,2021-06-09,9288
423123,Ger,Maksimenko,9999-01-01,1997-08-27,1998-05-04,Staff,2021-06-09,8687
423139,Fumitaka,Samarati,9999-01-01,1999-04-16,1999-04-18,Engineer,2021-06-09,8090
423156,Tokuyasu,Langford,9999-01-01,1996-12-14,1996-12-14,Senior Staff,2021-06-09,8943
423183,Niteen,Cherinka,9999-01-01,1998-03-25,1998-03-25,Engineer,2021-06-09,8477
423203,Chrisa,Begiun,9999-01-01,1999-08-16,1999-08-16,Senior Staff,2021-06-09,7968
423212,Moheb,Angel,9999-01-01,1997-11-23,1997-11-23,Staff,2021-06-09,8599
423217,Hongzue,Pettis,9999-01-01,1996-06-13,1996-06-13,Staff,2021-06-09,9127
423228,Jacopo,Polupanov,9999-01-01,1996-10-01,2002-03-02,Senior Staff,2021-06-09,9017
423238,Fayez,Kolvik,9999-01-01,1997-03-08,1997-07-26,Senior Engineer,2021-06-09,8859
423269,Marco,Vuskovic,9999-01-01,1996-09-13,1996-09-13,Senior Engineer,2021-06-09,9035
423307,Jaewon,Bojadziev,9999-01-01,1996-04-09,1997-02-07,Engineer,2021-06-09,9192
423312,Katsuyuki,Malabarba,9999-01-01,1997-03-06,1997-03-06,Engineer,2021-06-09,8861
423313,Arne,Bardell,9999-01-01,1996-12-25,1996-12-25,Engineer,2021-06-09,8932
423360,Bangqing,Coorg,9999-01-01,1998-01-06,1998-09-03,Senior Engineer,2021-06-09,8555
423361,Marke,Niizuma,9999-01-01,1999-06-10,1999-06-10,Engineer,2021-06-09,8035
423390,Itzchak,Cannard,9999-01-01,1996-02-07,1996-02-07,Staff,2021-06-09,9254
423400,Bojan,Wixon,9999-01-01,1997-10-06,1997-10-06,Engineer,2021-06-09,8647
423458,Yakichi,Shrader,9999-01-01,1998-03-18,1999-12-19,Engineer,2021-06-09,8484
423474,Ishfaq,Stamatiou,9999-01-01,1996-07-10,1996-07-10,Engineer,2021-06-09,9100
423475,Guoxiang,Perl,9999-01-01,1997-03-01,1999-08-04,Engineer,2021-06-09,8866
423480,Peer,Hennings,9999-01-01,1996-01-18,1996-01-18,Senior Engineer,2021-06-09,9274
423508,Conor,Stenning,9999-01-01,1996-10-18,2002-06-30,Engineer,2021-06-09,9000
423537,Ebbe,Servieres,9999-01-01,1997-08-20,1999-07-12,Engineer,2021-06-09,8694
423544,Ulises,Debuse,9999-01-01,1996-05-12,1996-05-12,Staff,2021-06-09,9159
423548,Shem,Bojadziev,9999-01-01,1997-02-16,1997-04-11,Technique Leader,2021-06-09,8879
423567,Jiann,Reinhard,9999-01-01,1996-12-03,1996-12-03,Senior Staff,2021-06-09,8954
423623,Oscar,Qiwen,9999-01-01,1997-09-03,1999-12-20,Engineer,2021-06-09,8680
423656,Huai,Whitcomb,9999-01-01,1996-01-13,1997-04-22,Staff,2021-06-09,9279
423672,Adel,Lambe,9999-01-01,1996-05-16,1997-10-30,Staff,2021-06-09,9155
423710,Malu,Krybus,9999-01-01,1996-09-28,1997-02-27,Staff,2021-06-09,9020
423714,Tua,Qiwen,9999-01-01,1996-09-18,1998-02-26,Engineer,2021-06-09,9030
423718,Mani,Schnelling,9999-01-01,1998-06-23,1998-07-15,Engineer,2021-06-09,8387
423742,Denis,Cochrane,9999-01-01,1996-06-20,1997-11-01,Technique Leader,2021-06-09,9120
423754,Bingning,Sinitsyn,9999-01-01,1997-05-17,1997-05-17,Engineer,2021-06-09,8789
423755,Takahira,Stasinski,9999-01-01,1996-03-06,1996-03-06,Engineer,2021-06-09,9226
423770,Vasiliy,Jeansoulin,9999-01-01,1998-12-30,1998-12-30,Senior Staff,2021-06-09,8197
423776,Palash,Noriega,9999-01-01,1997-04-13,1998-05-10,Technique Leader,2021-06-09,8823
423796,Angel,Katzenelson,9999-01-01,1997-07-05,1997-07-05,Engineer,2021-06-09,8740
423816,Atreyi,Alpay,9999-01-01,1996-06-04,1997-11-11,Engineer,2021-06-09,9136
423846,Baocai,Ranka,9999-01-01,1996-08-01,1996-08-01,Staff,2021-06-09,9078
423856,Garnik,Heystek,9999-01-01,1996-06-14,2000-10-30,Senior Engineer,2021-06-09,9126
423869,Demin,Claffy,9999-01-01,1997-08-07,1999-06-06,Senior Staff,2021-06-09,8707
423870,Yuguang,Pietracaprina,9999-01-01,1998-11-23,1998-11-23,Staff,2021-06-09,8234
423888,Sanjoy,Vrecion,9999-01-01,1996-06-21,1996-06-21,Staff,2021-06-09,9119
423912,Hiroyasu,Ranum,9999-01-01,1996-12-31,2002-07-02,Senior Engineer,2021-06-09,8926
423949,Chanjung,Ghalwash,9999-01-01,1996-03-07,1996-03-07,Staff,2021-06-09,9225
423979,Ashish,Hutton,9999-01-01,1997-04-11,1997-09-18,Senior Engineer,2021-06-09,8825
423999,Mikhail,Farris,9999-01-01,1998-03-13,1998-03-13,Staff,2021-06-09,8489
424006,Sailaja,Levasseur,9999-01-01,1996-04-22,2002-02-15,Senior Staff,2021-06-09,9179
424026,Toshimi,Uhrig,9999-01-01,1998-02-21,1998-02-21,Senior Engineer,2021-06-09,8509
424035,Gil,Heusch,9999-01-01,1997-10-20,1998-08-05,Staff,2021-06-09,8633
424039,Lenore,Chartres,9999-01-01,1998-08-15,1999-08-21,Staff,2021-06-09,8334
424057,Khatoun,McDermid,9999-01-01,1996-01-15,1996-01-15,Staff,2021-06-09,9277
424072,Pramod,Monkewich,9999-01-01,1996-04-02,2001-04-08,Staff,2021-06-09,9199
424111,Yagil,Menhoudj,9999-01-01,1997-06-06,1999-11-03,Staff,2021-06-09,8769
424179,Sanjeeva,Stassinopoulos,9999-01-01,1996-05-30,1999-01-31,Engineer,2021-06-09,9141
424194,Kazuhisa,Rossi,9999-01-01,1998-09-01,1998-09-08,Assistant Engineer,2021-06-09,8317
424196,Niteen,Unni,9999-01-01,1997-11-08,1999-08-10,Engineer,2021-06-09,8614
424198,Subhada,Lorie,9999-01-01,1998-11-21,1999-09-26,Senior Staff,2021-06-09,8236
424212,Cheong,Bouloucos,9999-01-01,1998-10-05,1998-12-04,Assistant Engineer,2021-06-09,8283
424213,Slavian,Rodham,9999-01-01,1998-10-09,1999-09-10,Staff,2021-06-09,8279
424217,Yuping,Serna,9999-01-01,1996-12-20,1997-12-08,Engineer,2021-06-09,8937
424225,Surveyors,Bernardinello,9999-01-01,1996-06-21,1996-06-21,Staff,2021-06-09,9119
424234,Jacqueline,Pettit,9999-01-01,1996-10-03,1998-04-21,Staff,2021-06-09,9015
424238,Emran,Coullard,9999-01-01,1997-05-21,1997-10-03,Engineer,2021-06-09,8785
424241,Douadi,Wendorf,9999-01-01,1999-09-29,1999-09-29,Senior Engineer,2021-06-09,7924
424247,Conor,Bharadwaj,9999-01-01,1997-01-22,1997-01-22,Senior Engineer,2021-06-09,8904
424266,Hercules,Sevcikova,9999-01-01,1996-08-04,1996-08-04,Staff,2021-06-09,9075
424272,Bangqing,Ferretti,9999-01-01,1997-08-19,1997-08-19,Staff,2021-06-09,8695
424333,Tze,Murillo,9999-01-01,1996-06-23,1996-06-23,Staff,2021-06-09,9117
424339,Satoru,Morris,9999-01-01,1998-11-24,2000-03-22,Engineer,2021-06-09,8233
424344,Gift,Frijda,9999-01-01,1996-11-01,1998-06-19,Staff,2021-06-09,8986
424374,Sanjiv,Leslie,9999-01-01,1998-12-06,1998-12-06,Senior Engineer,2021-06-09,8221
424382,Vishu,Capobianchi,9999-01-01,1997-03-11,1997-11-17,Assistant Engineer,2021-06-09,8856
424386,Zongyan,Pettit,9999-01-01,1996-07-30,1996-08-05,Senior Engineer,2021-06-09,9080
424388,Arto,Zeidenstein,9999-01-01,1996-12-23,1996-12-23,Engineer,2021-06-09,8934
424435,Snehasis,Rodier,9999-01-01,1997-06-30,2002-02-28,Engineer,2021-06-09,8745
424446,Sariel,Henders,9999-01-01,1998-04-20,1998-04-20,Engineer,2021-06-09,8451
424449,Basim,Tomescu,9999-01-01,1996-11-03,2000-01-24,Staff,2021-06-09,8984
424457,Oscar,Shobatake,9999-01-01,1998-02-18,1999-01-21,Engineer,2021-06-09,8512
424459,Mansur,Gadepally,9999-01-01,1996-02-14,1996-02-14,Staff,2021-06-09,9247
424476,Spyrose,Anandan,9999-01-01,1998-10-06,1998-10-06,Staff,2021-06-09,8282
424494,Venkatesan,Quaggetto,9999-01-01,1997-01-06,1997-01-06,Engineer,2021-06-09,8920
424505,Mabry,Chinen,9999-01-01,1998-05-10,1999-11-24,Staff,2021-06-09,8431
424515,Feiyu,Usdin,9999-01-01,1997-04-28,1999-08-20,Senior Engineer,2021-06-09,8808
424523,Palash,Attimonelli,9999-01-01,1996-02-28,1997-05-08,Staff,2021-06-09,9233
424540,Pranav,Merli,9999-01-01,1997-09-16,1999-05-29,Assistant Engineer,2021-06-09,8667
424575,Vasilii,Anandan,9999-01-01,1997-04-06,1998-12-04,Engineer,2021-06-09,8830
424585,Shay,Sewelson,9999-01-01,1998-02-20,1998-10-10,Staff,2021-06-09,8510
424600,Xinan,Lovengreen,9999-01-01,1996-04-20,1996-04-20,Engineer,2021-06-09,9181
424618,Cristinel,Perez,9999-01-01,1998-07-29,1998-07-29,Technique Leader,2021-06-09,8351
424633,Itzchak,Covnot,9999-01-01,1997-12-09,1997-12-09,Senior Staff,2021-06-09,8583
424637,Adhemar,Erva,9999-01-01,1996-04-27,1996-11-05,Senior Staff,2021-06-09,9174
424650,Mohit,Strooper,9999-01-01,1998-12-13,1999-10-10,Staff,2021-06-09,8214
424651,Richara,Gente,9999-01-01,1996-09-02,1996-09-02,Staff,2021-06-09,9046
424685,Changho,Veevers,9999-01-01,1997-03-03,1997-03-03,Senior Staff,2021-06-09,8864
424696,Jacopo,Schnelling,9999-01-01,1996-11-08,1996-11-08,Senior Staff,2021-06-09,8979
424697,Ronghao,Schade,9999-01-01,1997-03-13,1997-03-13,Senior Engineer,2021-06-09,8854
424731,Huican,Staudhammer,9999-01-01,1998-09-17,1998-09-17,Staff,2021-06-09,8301
424772,Basant,Porenta,9999-01-01,1997-09-20,1997-12-14,Engineer,2021-06-09,8663
424787,Kenton,Burnard,9999-01-01,1996-09-13,1996-09-13,Senior Engineer,2021-06-09,9035
424803,Sukumar,Angiulli,9999-01-01,1997-03-16,2001-03-23,Staff,2021-06-09,8851
424808,Marek,Coorg,9999-01-01,1997-02-14,1999-05-10,Staff,2021-06-09,8881
424818,Brigham,Berendt,9999-01-01,1999-01-03,1999-01-03,Engineer,2021-06-09,8193
424823,Margo,Baaleh,9999-01-01,1998-09-12,2000-07-11,Staff,2021-06-09,8306
424843,Reinhard,Kumaresan,9999-01-01,1996-06-23,1996-06-23,Engineer,2021-06-09,9117
424846,Chiranjit,Bojadziev,9999-01-01,1997-01-19,1999-07-06,Staff,2021-06-09,8907
424851,Martijn,Mansanne,9999-01-01,1996-11-08,1996-11-08,Staff,2021-06-09,8979
424862,Yoshimitsu,Yoshimura,9999-01-01,1996-12-27,1996-12-27,Staff,2021-06-09,8930
424887,Tzvetan,Rajala,9999-01-01,1997-03-05,1997-03-05,Engineer,2021-06-09,8862
424888,Abdelwaheb,Bisiani,9999-01-01,1998-05-10,1998-11-12,Staff,2021-06-09,8431
424956,Kiyotoshi,Stroustrup,9999-01-01,1996-11-15,1996-11-15,Staff,2021-06-09,8972
424964,Hilary,Reeken,9999-01-01,1997-10-03,1997-10-25,Senior Staff,2021-06-09,8650
424968,Kazuhide,Gajiwala,9999-01-01,1997-04-10,1998-08-13,Staff,2021-06-09,8826
425031,Yucai,Iwayama,9999-01-01,1996-06-25,1997-06-01,Staff,2021-06-09,9115
425045,Mabry,Conde,9999-01-01,1996-01-03,1996-01-03,Engineer,2021-06-09,9289
425052,Shigehiro,Wossner,9999-01-01,1997-04-21,1999-11-13,Staff,2021-06-09,8815
425053,Kaijung,Peha,9999-01-01,1996-03-22,1996-03-22,Technique Leader,2021-06-09,9210
425059,Jianwen,Polajnar,9999-01-01,1998-04-09,1998-04-09,Senior Staff,2021-06-09,8462
425066,Rosalyn,Cheshire,9999-01-01,1997-12-08,1999-01-10,Engineer,2021-06-09,8584
425070,Xinan,Beutelspacher,9999-01-01,1999-05-04,1999-05-19,Engineer,2021-06-09,8072
425081,Denny,Sambasivam,9999-01-01,1996-07-05,1998-01-20,Engineer,2021-06-09,9105
425096,Leandro,Nastansky,9999-01-01,1998-02-14,1998-11-13,Staff,2021-06-09,8516
425105,Gennady,Ecklund,9999-01-01,1997-01-02,1997-01-02,Senior Staff,2021-06-09,8924
425116,Troy,Ramsak,9999-01-01,1997-11-24,1998-02-17,Assistant Engineer,2021-06-09,8598
425146,Anoosh,Schlumberger,9999-01-01,1998-09-14,1998-09-14,Engineer,2021-06-09,8304
425157,Bowen,Zaumen,9999-01-01,1996-10-29,1998-08-27,Engineer,2021-06-09,8989
425159,Lenore,Sgarro,9999-01-01,1999-06-10,1999-06-10,Engineer,2021-06-09,8035
425162,Mohamadou,Reutenauer,9999-01-01,1998-04-05,1998-04-05,Senior Engineer,2021-06-09,8466
425190,Ishfaq,Isaak,9999-01-01,1996-04-07,1996-04-07,Staff,2021-06-09,9194
425204,Zvonko,Impagliazzo,9999-01-01,1996-12-01,2000-01-04,Staff,2021-06-09,8956
425212,Shin,Esteva,9999-01-01,1996-09-12,1996-09-12,Senior Staff,2021-06-09,9036
425214,Adamantios,Schmiedel,9999-01-01,1996-12-29,1997-01-01,Engineer,2021-06-09,8928
425223,Ennio,Tanemo,9999-01-01,1997-10-09,1997-10-09,Staff,2021-06-09,8644
425240,Jaideep,Escriba,9999-01-01,1996-10-08,1997-08-14,Senior Engineer,2021-06-09,9010
425300,Aleksander,Bergere,9999-01-01,1997-02-21,1999-03-24,Technique Leader,2021-06-09,8874
425310,Nirmal,Chenney,9999-01-01,1997-07-01,1999-07-13,Engineer,2021-06-09,8744
425317,Tesuya,Hettesheimer,9999-01-01,1998-11-01,1998-12-25,Staff,2021-06-09,8256
425367,Pranav,Zockler,9999-01-01,1997-09-03,2000-09-06,Senior Staff,2021-06-09,8680
425407,Toshimi,Reinhard,9999-01-01,1999-09-07,1999-09-28,Engineer,2021-06-09,7946
425429,Mandell,Domenig,9999-01-01,1998-02-17,1999-01-12,Senior Engineer,2021-06-09,8513
425455,Chandrasekaran,Domenig,9999-01-01,1998-01-19,1998-01-19,Engineer,2021-06-09,8542
425465,Sumali,Michaels,9999-01-01,1996-10-22,2002-05-30,Engineer,2021-06-09,8996
425518,Chrisa,Besancenot,9999-01-01,1997-05-30,1997-05-30,Engineer,2021-06-09,8776
425530,Rajmohan,Gunderson,9999-01-01,1996-10-20,1997-10-26,Senior Staff,2021-06-09,8998
425531,Tristan,Miake,9999-01-01,1997-07-18,1999-12-13,Staff,2021-06-09,8727
425568,Eran,Ruther,9999-01-01,1999-01-24,1999-02-02,Staff,2021-06-09,8172
425581,Achilleas,Ramsey,9999-01-01,1999-02-03,2000-04-25,Staff,2021-06-09,8162
425584,Barry,Lodder,9999-01-01,1996-11-21,1996-11-21,Staff,2021-06-09,8966
425597,Valter,Keirsey,9999-01-01,1996-01-11,2000-01-09,Staff,2021-06-09,9281
425603,Changho,McAlpine,9999-01-01,1997-09-02,1997-09-02,Engineer,2021-06-09,8681
425619,Jiafu,Chelton,9999-01-01,1996-03-21,1996-03-21,Assistant Engineer,2021-06-09,9211
425650,Tianruo,Ratnakar,9999-01-01,1998-07-22,1998-09-11,Staff,2021-06-09,8358
425653,Chaitali,Schlumberger,9999-01-01,1996-04-20,1996-09-20,Assistant Engineer,2021-06-09,9181
425671,Kirk,Rande,9999-01-01,1998-04-03,1998-04-03,Senior Engineer,2021-06-09,8468
425684,Kotesh,Madeira,9999-01-01,1998-05-24,1998-07-09,Technique Leader,2021-06-09,8417
425695,Susanna,Iisaku,9999-01-01,1999-06-04,1999-06-04,Assistant Engineer,2021-06-09,8041
425698,Remco,Baak,9999-01-01,1997-08-01,1999-01-04,Staff,2021-06-09,8713
425722,Sugwoo,Schlumberger,9999-01-01,1996-04-16,1996-04-16,Senior Engineer,2021-06-09,9185
425765,Shih,Bratsberg,9999-01-01,1998-05-15,1998-05-15,Senior Engineer,2021-06-09,8426
425818,Aris,Shiratori,9999-01-01,1996-03-13,2002-05-26,Senior Engineer,2021-06-09,9219
425825,Anneke,Baezner,9999-01-01,1998-04-24,1998-09-26,Assistant Engineer,2021-06-09,8447
425840,Doohun,Hambrick,9999-01-01,1998-07-20,1998-07-20,Engineer,2021-06-09,8360
425885,Torsten,Nooteboom,9999-01-01,1996-07-06,2001-07-19,Staff,2021-06-09,9104
425915,Przemyslawa,Compeau,9999-01-01,1996-06-25,1996-06-25,Engineer,2021-06-09,9115
425927,Aram,Wielonsky,9999-01-01,1997-04-24,1997-04-24,Staff,2021-06-09,8812
425928,Arup,Shiratori,9999-01-01,1996-02-17,1997-10-13,Engineer,2021-06-09,9244
425938,Zissis,Roisin,9999-01-01,1998-01-10,1998-07-05,Senior Engineer,2021-06-09,8551
425947,Hitomi,Cincotta,9999-01-01,1996-10-29,1996-10-29,Engineer,2021-06-09,8989
425959,Toshimori,Halevi,9999-01-01,1997-11-15,1997-11-15,Engineer,2021-06-09,8607
425970,Mitchel,Soicher,9999-01-01,1996-10-07,2000-06-07,Technique Leader,2021-06-09,9011
426040,Remko,Eickenmeyer,9999-01-01,1999-03-13,2002-07-12,Staff,2021-06-09,8124
426047,Stepehn,Waleschkowski,9999-01-01,1996-02-26,1996-02-26,Engineer,2021-06-09,9235
426062,Shaowen,Zolotykh,9999-01-01,1996-06-02,1996-07-26,Senior Staff,2021-06-09,9138
426112,Armond,Homond,9999-01-01,1997-11-22,1997-11-22,Senior Staff,2021-06-09,8600
426156,Tommaso,Toyoshima,9999-01-01,1998-06-01,1999-08-23,Staff,2021-06-09,8409
426175,Ayonca,Keirsey,9999-01-01,1996-05-18,2002-05-21,Technique Leader,2021-06-09,9153
426208,Behnaam,Verspoor,9999-01-01,1997-06-01,1997-06-01,Staff,2021-06-09,8774
426213,Nalini,Baar,9999-01-01,1998-01-29,1998-01-29,Staff,2021-06-09,8532
426232,Sanjay,Ligten,9999-01-01,1999-06-09,2000-01-27,Staff,2021-06-09,8036
426233,Susanna,Sidje,9999-01-01,1997-06-22,1998-06-05,Senior Engineer,2021-06-09,8753
426251,Tzvetan,Hmelo,9999-01-01,1996-09-28,1996-09-28,Engineer,2021-06-09,9020
426286,Sanjiv,Flanders,9999-01-01,1996-03-31,1999-08-31,Staff,2021-06-09,9201
426297,Arun,Hopewell,9999-01-01,1996-05-13,1996-05-13,Senior Engineer,2021-06-09,9158
426304,Hauke,Frolund,9999-01-01,1997-05-31,1997-05-31,Engineer,2021-06-09,8775
426308,Takahira,Sommer,9999-01-01,1999-03-30,1999-07-02,Technique Leader,2021-06-09,8107
426323,DeForest,Vieth,9999-01-01,1996-03-03,1996-03-03,Senior Engineer,2021-06-09,9229
426327,Aron,Norsworthy,9999-01-01,1997-04-05,1998-12-01,Staff,2021-06-09,8831
426340,Limsoon,DuBourdieux,9999-01-01,1996-06-11,1996-06-11,Engineer,2021-06-09,9129
426359,Thodoros,Cesareni,9999-01-01,1998-01-06,1998-01-06,Staff,2021-06-09,8555
426387,Filipe,Paludetto,9999-01-01,1998-10-10,2002-07-01,Staff,2021-06-09,8278
426397,Adil,Schwartzburd,9999-01-01,1998-01-10,1999-04-17,Technique Leader,2021-06-09,8551
426402,Kamran,Garnham,9999-01-01,1996-01-24,1997-01-16,Staff,2021-06-09,9268
426412,Yifei,Wynblatt,9999-01-01,1997-03-07,1997-03-07,Engineer,2021-06-09,8860
426451,Rosine,Lamba,9999-01-01,1996-10-23,1998-08-07,Staff,2021-06-09,8995
426453,Munir,Coorg,9999-01-01,1997-09-13,1997-09-13,Engineer,2021-06-09,8670
426463,Narain,Peha,9999-01-01,1998-07-11,1998-07-11,Assistant Engineer,2021-06-09,8369
426484,Gully,Chepyzhov,9999-01-01,1996-12-05,1996-12-05,Senior Engineer,2021-06-09,8952
426495,Aris,Baja,9999-01-01,1996-05-24,1999-04-19,Senior Engineer,2021-06-09,9147
426536,Genta,Biran,9999-01-01,1997-07-10,1998-03-31,Staff,2021-06-09,8735
426564,Ekawit,Conde,9999-01-01,1997-04-26,1997-04-26,Engineer,2021-06-09,8810
426577,Isamu,Syrzycki,9999-01-01,1998-07-01,1998-07-01,Staff,2021-06-09,8379
426580,Abdelwaheb,Krybus,9999-01-01,1997-11-25,1997-11-25,Senior Staff,2021-06-09,8597
426621,Tokuyasu,Grabner,9999-01-01,1998-10-12,1999-10-03,Staff,2021-06-09,8276
426649,Hercules,Poujol,9999-01-01,1997-01-10,1997-11-10,Staff,2021-06-09,8916
426685,Taisook,Geffroy,9999-01-01,1997-09-27,1999-01-03,Engineer,2021-06-09,8656
426689,Kellyn,Poujol,9999-01-01,1999-05-07,1999-05-07,Engineer,2021-06-09,8069
426708,Hyuckchul,Baalen,9999-01-01,1996-02-09,1999-08-25,Staff,2021-06-09,9252
426717,Lillian,Murtagh,9999-01-01,1996-09-19,1996-09-19,Staff,2021-06-09,9029
426732,Joydip,Cairo,9999-01-01,1997-07-16,1999-08-13,Staff,2021-06-09,8729
426750,Eckart,Schahn,9999-01-01,1997-01-20,1997-01-20,Technique Leader,2021-06-09,8906
426760,Narain,Garnier,9999-01-01,1997-02-28,1997-04-11,Engineer,2021-06-09,8867
426768,Marl,Ranka,9999-01-01,1996-02-18,1998-10-09,Technique Leader,2021-06-09,9243
426815,Bowen,Eugenio,9999-01-01,1997-01-25,1999-04-13,Staff,2021-06-09,8901
426819,Sandeepan,Kulisch,9999-01-01,1996-11-17,1997-05-16,Engineer,2021-06-09,8970
426843,Yucai,Nyrup,9999-01-01,1996-12-01,1996-12-01,Engineer,2021-06-09,8956
426866,Trygve,Masamoto,9999-01-01,1996-10-16,1996-10-16,Staff,2021-06-09,9002
426888,Lijie,Sadowsky,9999-01-01,1996-09-16,1996-09-16,Staff,2021-06-09,9032
426932,Branimir,dAstous,9999-01-01,1998-11-18,1999-02-16,Staff,2021-06-09,8239
426939,Mohammed,Michaeli,9999-01-01,1996-03-07,1996-03-07,Senior Engineer,2021-06-09,9225
426942,Toney,Munke,9999-01-01,1998-10-17,2000-09-28,Senior Engineer,2021-06-09,8271
426960,Aamod,Jansen,9999-01-01,1996-12-06,1999-10-19,Staff,2021-06-09,8951
426975,Ranga,Lunt,9999-01-01,1998-12-30,1999-12-07,Staff,2021-06-09,8197
426987,Oksana,Waymire,9999-01-01,1996-12-18,1997-07-03,Senior Engineer,2021-06-09,8939
427009,Sushant,Honiden,9999-01-01,1996-03-30,1996-03-30,Staff,2021-06-09,9202
427023,Yinghua,Haldar,9999-01-01,1996-12-07,1997-02-06,Engineer,2021-06-09,8950
427038,Jasminko,Serov,9999-01-01,1996-03-10,1996-11-24,Staff,2021-06-09,9222
427069,Masanao,Luan,9999-01-01,1996-09-30,1996-09-30,Technique Leader,2021-06-09,9018
427096,Hongzhu,Wolniewicz,9999-01-01,1997-05-03,1997-05-03,Engineer,2021-06-09,8803
427103,Ebru,Bierman,9999-01-01,1998-03-25,1998-03-25,Technique Leader,2021-06-09,8477
427119,Shounak,Greibach,9999-01-01,1996-08-14,1996-08-14,Staff,2021-06-09,9065
427123,Masanao,Hooghiemstra,9999-01-01,1997-05-22,1997-05-22,Staff,2021-06-09,8784
427124,Charlene,Imataki,9999-01-01,1996-08-12,2000-01-21,Technique Leader,2021-06-09,9067
427126,Remko,Serra,9999-01-01,1999-01-03,1999-09-14,Senior Staff,2021-06-09,8193
427131,Susumu,Gaughan,9999-01-01,1996-06-21,1996-06-21,Staff,2021-06-09,9119
427133,Kasturi,Honglei,9999-01-01,1997-08-27,1998-01-28,Staff,2021-06-09,8687
427226,Conrado,Foote,9999-01-01,1996-09-19,1999-12-05,Senior Engineer,2021-06-09,9029
427233,Guenter,Sessa,9999-01-01,1996-07-28,1997-05-08,Senior Engineer,2021-06-09,9082
427271,Aruna,Streng,9999-01-01,1997-02-07,1998-03-21,Staff,2021-06-09,8888
427280,Yurii,Waeselynck,9999-01-01,1996-08-23,1996-08-23,Staff,2021-06-09,9056
427282,Mads,Range,9999-01-01,1997-05-03,1998-08-13,Staff,2021-06-09,8803
427287,Boutros,Detkin,9999-01-01,1997-12-14,1997-12-14,Staff,2021-06-09,8578
427292,Arra,Ishibashi,9999-01-01,1998-02-10,1998-02-10,Engineer,2021-06-09,8520
427311,Kristof,Danley,9999-01-01,1997-05-07,1997-05-19,Engineer,2021-06-09,8799
427320,Mamdouh,Ramamoorthy,9999-01-01,1999-02-07,2000-01-13,Senior Engineer,2021-06-09,8158
427345,Rosella,Duclos,9999-01-01,1997-08-09,1998-07-04,Engineer,2021-06-09,8705
427357,Alejandra,Felcyn,9999-01-01,1998-07-01,1998-07-01,Senior Staff,2021-06-09,8379
427420,Rutger,Ballarin,9999-01-01,1997-01-01,1997-01-01,Staff,2021-06-09,8925
427441,Goa,Lunt,9999-01-01,1997-11-24,1999-06-01,Staff,2021-06-09,8598
427463,Uzi,Lund,9999-01-01,1997-07-22,2002-02-03,Staff,2021-06-09,8723
427513,Tsvetan,Gils,9999-01-01,1996-08-09,1996-08-09,Staff,2021-06-09,9070
427519,Tadanori,Decaestecker,9999-01-01,1997-08-17,1997-08-17,Staff,2021-06-09,8697
427539,Divine,Ebeling,9999-01-01,1997-02-10,1998-07-11,Staff,2021-06-09,8885
427562,Maia,Cannane,9999-01-01,1997-06-19,1998-06-08,Staff,2021-06-09,8756
427565,Prasadram,Hardjono,9999-01-01,1996-10-08,1996-10-08,Staff,2021-06-09,9010
427567,Fumino,Emiris,9999-01-01,1996-07-24,1996-07-24,Senior Engineer,2021-06-09,9086
427575,Florian,DuBourdieux,9999-01-01,1996-09-26,1997-11-14,Staff,2021-06-09,9022
427629,Uli,Pezzoli,9999-01-01,1999-01-22,1999-05-26,Engineer,2021-06-09,8174
427638,Tetsushi,Wuwongse,9999-01-01,1996-07-23,1999-03-14,Technique Leader,2021-06-09,9087
427642,Richard,Boreale,9999-01-01,1999-06-06,1999-08-15,Engineer,2021-06-09,8039
427670,Dmitri,Setia,9999-01-01,1998-02-13,2000-11-07,Staff,2021-06-09,8517
427695,Shalesh,Zeilberger,9999-01-01,1996-04-04,1996-04-04,Senior Staff,2021-06-09,9197
427709,Tsutomu,Candan,9999-01-01,1996-01-04,1999-01-05,Staff,2021-06-09,9288
427717,Hironoby,Siprelle,9999-01-01,1998-02-23,2000-05-11,Senior Engineer,2021-06-09,8507
427728,Reinhard,Strehl,9999-01-01,1998-10-18,2000-06-03,Engineer,2021-06-09,8270
427757,Alair,Stanfel,9999-01-01,1998-11-07,1998-11-07,Staff,2021-06-09,8250
427758,Mikhail,Eugenio,9999-01-01,1996-08-14,1996-08-14,Staff,2021-06-09,9065
427769,Sreenivas,Rettelbach,9999-01-01,1996-04-17,1996-04-17,Engineer,2021-06-09,9184
427773,Sukumar,Gyorkos,9999-01-01,1998-03-31,1998-07-27,Staff,2021-06-09,8471
427774,Sachar,Bhattacharjee,9999-01-01,1996-12-29,1998-01-03,Engineer,2021-06-09,8928
427805,Haldun,Compeau,9999-01-01,1997-10-15,1997-10-15,Senior Staff,2021-06-09,8638
427806,Yuping,Hebert,9999-01-01,1999-06-04,1999-11-26,Engineer,2021-06-09,8041
