emp_no,first_name,last_name,birth_date,from_date,to_date,title
418309,Danel,Petereit,1965-01-24,1985-02-21,9999-01-01,Senior Engineer
418318,Monique,Gini,1964-06-07,1986-04-20,9999-01-01,Senior Engineer
418320,Keiichiro,McClure,1964-10-09,1997-11-22,9999-01-01,Senior Engineer
418323,Atilio,Honglei,1964-07-18,1990-04-09,9999-01-01,Staff
418338,Jungsoon,Chiola,1964-10-22,1992-08-25,9999-01-01,Senior Engineer
418343,Sumant,Hainaut,1964-08-19,1999-05-15,9999-01-01,Staff
418380,Kazuhiko,Gornas,1965-01-02,1993-05-20,9999-01-01,Senior Engineer
418382,Masaki,Preusig,1964-07-04,1993-05-10,9999-01-01,Senior Engineer
418383,Jaques,Chandrasekhar,1964-08-27,1990-10-31,9999-01-01,Senior Engineer
418427,Palash,Thimonier,1964-12-30,1987-05-03,9999-01-01,Staff
418451,Niclas,Kolvik,1964-10-27,1991-10-02,9999-01-01,Senior Engineer
418482,Arto,Cincotta,1964-11-16,1987-02-06,9999-01-01,Senior Staff
418495,Christoper,Ducloy,1964-09-08,1999-08-12,9999-01-01,Engineer
418499,Ravishankar,Zockler,1964-07-21,1996-04-16,9999-01-01,Senior Staff
418501,Udaiprakash,Slaats,1964-07-08,1995-09-12,9999-01-01,Engineer
418545,Bowen,Miyakawa,1964-11-18,1990-10-02,9999-01-01,Senior Engineer
418566,Kazuhide,Snedden,1965-01-27,1996-06-14,9999-01-01,Senior Engineer
418584,Pranay,Usdin,1964-09-01,1991-03-08,9999-01-01,Senior Engineer
418604,KayLiang,Kamber,1964-07-27,1994-09-20,9999-01-01,Staff
418606,Michaela,Otillio,1965-01-11,1994-01-05,9999-01-01,Engineer
418623,Alagu,Tsukuda,1964-12-04,1998-06-19,9999-01-01,Technique Leader
418628,Danil,Magalhaes,1964-10-24,1999-03-13,9999-01-01,Staff
418640,Naraig,Rosis,1964-08-07,1998-06-02,9999-01-01,Assistant Engineer
418662,Masali,Lagarias,1964-12-30,1997-03-23,9999-01-01,Staff
418705,Adel,Khasidashvili,1964-10-09,1999-06-27,9999-01-01,Staff
418717,Arunachalam,Magliocco,1965-01-20,1987-12-23,9999-01-01,Staff
418718,Maia,Porotnikoff,1964-07-15,1992-01-05,9999-01-01,Senior Engineer
418737,Golgen,Zweizig,1964-12-25,1999-10-26,9999-01-01,Staff
418761,Geoffry,Gornas,1964-09-24,1986-01-19,9999-01-01,Senior Engineer
418786,DAIDA,Chaudhuri,1964-12-18,1993-02-13,9999-01-01,Staff
418807,Harjit,Tetzlaff,1964-09-21,1996-05-09,9999-01-01,Senior Staff
418810,Shigeo,Itzfeldt,1964-06-26,1988-12-05,9999-01-01,Senior Engineer
418839,Sastry,Rothe,1964-07-11,1988-01-17,9999-01-01,Senior Staff
418849,Berhard,Michaels,1964-09-11,1992-05-10,9999-01-01,Technique Leader
418860,Ymte,Dalton,1965-02-01,1992-11-22,9999-01-01,Staff
418875,Elgin,Asser,1964-12-14,2000-06-28,9999-01-01,Senior Staff
418949,Stabislas,Uludag,1964-12-10,1996-11-30,9999-01-01,Engineer
418952,Monique,Chiola,1964-06-13,1999-05-10,9999-01-01,Staff
419019,Ortrud,Lueh,1964-06-08,1990-07-05,9999-01-01,Staff
419073,Abdulah,Feldhoffer,1964-10-01,1993-09-09,9999-01-01,Senior Engineer
419090,Hinrich,Jeansoulin,1964-06-18,1989-10-12,9999-01-01,Senior Engineer
419099,Heon,Broomell,1965-01-15,1998-05-06,9999-01-01,Staff
419132,Shih,Schlegelmilch,1964-12-19,1989-02-16,9999-01-01,Senior Engineer
419158,Samphel,Lindenbaum,1964-08-07,1990-04-15,9999-01-01,Staff
419195,Gopalakrishnan,Sadowski,1964-08-24,1987-05-03,9999-01-01,Staff
419210,Bartek,Erbe,1964-09-07,1986-06-21,9999-01-01,Staff
419274,Subbu,Kadhim,1964-08-12,1997-03-14,9999-01-01,Engineer
419360,Bernd,Peris,1964-07-14,1994-02-03,9999-01-01,Senior Staff
419368,Isamu,Lowrie,1964-06-24,1996-03-12,9999-01-01,Assistant Engineer
419397,Pohua,Merel,1964-07-13,1997-10-19,9999-01-01,Senior Engineer
419420,Mohammed,Dulli,1964-12-12,1985-10-11,9999-01-01,Staff
419475,Maris,Zschoche,1964-07-08,1989-11-23,9999-01-01,Senior Engineer
419503,Shugo,Bale,1964-10-05,1993-09-11,9999-01-01,Staff
419538,Lorien,Syrzycki,1964-08-17,1999-09-07,9999-01-01,Staff
419556,Sreekrishna,Parveen,1964-08-11,1988-07-29,9999-01-01,Senior Engineer
419562,Eric,Marchesini,1964-11-14,1990-03-18,9999-01-01,Senior Engineer
419567,Ult,Lalonde,1964-07-13,1992-04-22,9999-01-01,Senior Engineer
419597,Branimir,Guardalben,1964-09-30,1986-05-15,9999-01-01,Senior Engineer
419668,Arunas,Asser,1964-12-11,1993-11-04,9999-01-01,Senior Staff
419694,Xiaoqiang,Geffroy,1964-09-04,1989-11-12,9999-01-01,Staff
419752,Chuanti,Schlumberger,1964-07-16,1986-08-20,9999-01-01,Staff
419758,Felicidad,Sinicrope,1964-12-28,1998-01-19,9999-01-01,Staff
419811,Jamaludin,Versino,1964-07-10,1999-05-09,9999-01-01,Staff
419834,Mohit,Hiroyama,1964-08-20,1992-01-19,9999-01-01,Senior Engineer
419858,Haldon,Dredge,1964-06-07,1985-09-21,9999-01-01,Senior Engineer
419863,Uwe,Schaad,1964-08-30,1997-10-14,9999-01-01,Senior Engineer
419868,Irena,Erman,1964-10-29,1986-05-03,9999-01-01,Senior Staff
419888,Koichi,Lores,1964-08-15,1997-07-27,9999-01-01,Technique Leader
419910,Satyanarayana,Garrabrants,1964-12-26,1993-02-11,9999-01-01,Senior Engineer
419916,Arnd,Belinskaya,1964-12-21,1986-05-20,9999-01-01,Senior Engineer
419930,Subbu,Barvinok,1964-11-25,1985-11-09,9999-01-01,Senior Engineer
419953,Ung,Orlowski,1965-01-29,1991-07-22,9999-01-01,Staff
419977,Arnould,Swist,1964-11-28,1986-03-07,9999-01-01,Staff
420003,Morris,Peot,1964-11-09,1996-12-08,9999-01-01,Staff
420024,Gay,Peris,1964-12-12,1986-06-30,9999-01-01,Senior Engineer
420025,Masaru,Tiemann,1964-10-06,1993-03-18,9999-01-01,Senior Engineer
420086,Susuma,Kitsuregawa,1965-01-27,1985-05-28,9999-01-01,Senior Engineer
420088,Huan,Erdmenger,1964-08-22,1991-11-17,9999-01-01,Technique Leader
420151,Khoa,Maierhofer,1964-07-08,1986-08-14,9999-01-01,Staff
420190,Christfried,Rusmann,1964-09-28,1994-09-02,9999-01-01,Staff
420220,Lillian,Jording,1964-10-18,1999-11-16,9999-01-01,Engineer
420222,Ortrun,Thibadeau,1964-09-09,1991-11-15,9999-01-01,Senior Engineer
420310,Mayumi,Famili,1964-11-21,1995-11-18,9999-01-01,Engineer
420316,Nevio,Penttonen,1964-08-08,1987-08-24,9999-01-01,Senior Engineer
420327,Debaprosad,Awdeh,1964-12-05,1989-09-20,9999-01-01,Senior Engineer
420356,Jolita,Penz,1964-07-08,1991-09-13,9999-01-01,Senior Engineer
420439,Manohar,Melter,1964-07-08,1992-05-30,9999-01-01,Senior Engineer
420452,Susumu,Capobianchi,1964-11-28,1992-03-11,9999-01-01,Senior Engineer
420468,Pantung,Hofting,1964-11-04,1989-07-21,9999-01-01,Senior Engineer
420476,Mariangiola,Bolsens,1965-01-28,1985-06-15,9999-01-01,Staff
420506,Sachio,Ohori,1964-07-01,1985-09-24,9999-01-01,Senior Engineer
420533,Kwangjo,Marrakchi,1964-08-20,1988-03-28,9999-01-01,Staff
420554,Nishit,Lorcy,1964-12-13,1994-12-16,9999-01-01,Staff
420557,Mabhin,Eastman,1965-01-06,1989-08-02,9999-01-01,Staff
420602,Xiong,Casperson,1964-12-05,1987-01-23,9999-01-01,Senior Engineer
420616,Taizo,Ramsak,1964-09-11,1995-09-08,9999-01-01,Staff
420667,Zhensheng,Kaiserswerth,1964-07-18,1996-11-19,9999-01-01,Staff
420668,Hongzue,Stifter,1964-07-27,1988-10-07,9999-01-01,Technique Leader
420694,Frazer,Barbanera,1965-01-19,1986-11-04,9999-01-01,Staff
420732,Willard,Morrin,1965-01-06,1996-05-27,9999-01-01,Staff
420754,Khalil,Krupka,1964-08-24,1991-04-26,9999-01-01,Senior Staff
420759,Raimond,Solovay,1965-01-04,1997-10-03,9999-01-01,Staff
420760,Volkmar,Griswold,1964-06-04,1987-04-22,9999-01-01,Senior Engineer
420765,Shawna,Krider,1965-01-17,1990-03-09,9999-01-01,Staff
420875,Shaowei,Munke,1964-10-12,1996-12-04,9999-01-01,Staff
420877,Khosrow,Erez,1965-01-29,1990-02-11,9999-01-01,Staff
420892,Vitali,Genther,1964-11-23,1987-10-19,9999-01-01,Staff
420905,Ulf,Strooper,1964-07-12,1989-08-16,9999-01-01,Senior Engineer
420906,Mari,Cardazo,1964-12-11,1999-11-15,9999-01-01,Staff
420920,Atreye,Takkinen,1964-06-30,2000-01-09,9999-01-01,Senior Engineer
420930,Udi,Bugrara,1964-06-23,1990-06-30,9999-01-01,Senior Engineer
420972,Nalini,Portugali,1964-08-09,2000-03-24,9999-01-01,Senior Engineer
420986,Hiroyasu,Hagimont,1964-09-28,1993-08-10,9999-01-01,Senior Engineer
420989,Girolamo,Danley,1964-12-02,1986-10-07,9999-01-01,Senior Engineer
421022,Shigeaki,Butner,1965-01-26,1996-07-13,9999-01-01,Senior Staff
421033,Garnik,Randt,1965-01-14,1989-12-23,9999-01-01,Staff
421047,Kwangjo,Fadgyas,1964-11-17,1988-04-01,9999-01-01,Senior Engineer
421074,Zhaofang,Falster,1965-01-07,1994-06-29,9999-01-01,Staff
421117,Teiji,Kaltofen,1964-08-11,1992-08-31,9999-01-01,Senior Staff
421135,Debatosh,Henders,1964-09-03,1987-08-04,9999-01-01,Staff
421156,Nalini,Tomescu,1964-07-28,1986-11-14,9999-01-01,Senior Engineer
421171,Hilari,Wroclawski,1964-06-24,1988-09-24,9999-01-01,Staff
421202,Valeri,Perez,1964-09-03,1999-06-25,9999-01-01,Staff
421242,Akemi,Birsak,1964-09-05,1985-07-11,9999-01-01,Senior Engineer
421307,Baruch,Jansen,1964-11-22,1997-09-29,9999-01-01,Staff
421312,Mariangiola,Bashian,1965-01-13,1999-09-18,9999-01-01,Engineer
421313,Sven,Kobara,1964-08-21,1989-06-21,9999-01-01,Senior Engineer
421351,Janche,Socorro,1964-06-02,1990-05-27,9999-01-01,Senior Staff
421367,Aiichiro,Smailagic,1964-07-24,1994-04-16,9999-01-01,Senior Engineer
421373,Tsutomu,Steenbeek,1964-08-02,1995-06-23,9999-01-01,Senior Engineer
421384,Renny,Bednarek,1965-01-02,1987-06-01,9999-01-01,Staff
421385,Shay,Munro,1964-08-18,1998-04-10,9999-01-01,Staff
421389,Junichi,Takkinen,1964-06-02,1999-02-01,9999-01-01,Senior Staff
421456,Felicidad,Gomatam,1964-06-20,1995-04-08,9999-01-01,Staff
421478,Remmert,dAstous,1964-06-09,1994-08-02,9999-01-01,Senior Staff
421495,Mabry,Gerteisen,1964-10-13,1987-10-08,9999-01-01,Senior Engineer
421496,Kazuhira,Ghemri,1964-06-20,1997-03-15,9999-01-01,Engineer
421513,Manton,Makrucki,1964-07-10,1985-07-13,9999-01-01,Staff
421585,Uma,Litecky,1964-12-18,1994-04-24,9999-01-01,Staff
421624,George,Serna,1964-11-17,1989-01-16,9999-01-01,Senior Engineer
421649,Fatemeh,Lorys,1964-10-22,1998-10-03,9999-01-01,Engineer
421678,Saeed,Thummel,1964-12-22,1987-01-21,9999-01-01,Senior Engineer
421709,Brewster,Puppe,1964-08-30,1994-08-04,9999-01-01,Senior Engineer
421715,Freyja,Conte,1964-07-29,1986-12-18,9999-01-01,Staff
421734,Ravishankar,Sgarro,1964-08-04,1985-10-02,9999-01-01,Staff
421735,Sampalli,Claffy,1964-06-14,1987-07-26,9999-01-01,Staff
421744,Kiyotoshi,Kaltofen,1964-09-03,1997-04-29,9999-01-01,Staff
421747,Yaghout,Ouhyoung,1964-09-19,1990-04-05,9999-01-01,Senior Staff
421755,Shichao,Thiria,1965-01-03,1989-01-11,9999-01-01,Senior Engineer
421760,Joydip,Gide,1964-09-17,1993-03-19,9999-01-01,Staff
421834,Ortrud,Thummel,1964-12-30,1991-08-25,9999-01-01,Staff
421845,Stevo,Zongker,1964-07-23,2001-03-10,9999-01-01,Senior Staff
421893,IEEE,Solovay,1964-11-23,1997-11-15,9999-01-01,Staff
421897,Sadegh,Slutz,1964-07-06,1996-01-20,9999-01-01,Senior Engineer
421900,Xiahua,Lindqvist,1964-11-10,1992-10-03,9999-01-01,Senior Engineer
421908,Felicidad,Cummings,1964-09-29,1985-07-23,9999-01-01,Senior Engineer
421919,Menkae,Ranka,1964-06-23,2001-10-25,9999-01-01,Senior Staff
421941,Gurbir,Sgarro,1964-12-31,1987-05-20,9999-01-01,Senior Engineer
422004,Margo,Azevdeo,1964-07-26,1998-04-20,9999-01-01,Assistant Engineer
422022,Filipp,Straney,1964-07-13,1995-04-12,9999-01-01,Assistant Engineer
422026,Tonia,Itzfeldt,1964-07-30,1993-12-02,9999-01-01,Staff
422043,Maja,Delgrossi,1964-07-21,1986-12-29,9999-01-01,Senior Engineer
422061,Pranas,Hutter,1964-09-11,1989-07-04,9999-01-01,Senior Engineer
422079,Rafols,Merks,1964-12-14,1992-05-23,9999-01-01,Senior Engineer
422093,Yucel,Angot,1964-12-21,1988-08-05,9999-01-01,Staff
422127,Emdad,Kushnir,1964-06-03,2000-01-26,9999-01-01,Staff
422128,Kristian,Puoti,1964-07-30,1999-05-12,9999-01-01,Staff
422146,Kenton,Miara,1965-01-08,2002-03-13,9999-01-01,Engineer
422226,Torsten,Krohn,1964-12-26,1990-02-25,9999-01-01,Senior Engineer
422237,Yakkov,Roccetti,1964-11-08,1988-09-03,9999-01-01,Staff
422281,Stevo,Kisuki,1964-08-24,1994-02-25,9999-01-01,Senior Engineer
422293,Aron,Krider,1964-07-05,1997-05-11,9999-01-01,Engineer
422317,Serap,Fiutem,1964-06-27,1991-03-12,9999-01-01,Senior Staff
422319,Otilia,Goodrum,1964-08-24,1989-11-03,9999-01-01,Senior Engineer
422339,Houman,Alblas,1964-07-31,1993-02-11,9999-01-01,Senior Engineer
422419,Syozo,Lorch,1964-09-06,1992-03-08,9999-01-01,Senior Engineer
422421,Vidya,Cronau,1964-06-23,1986-12-06,9999-01-01,Staff
422439,Sachem,Strandh,1964-06-28,1993-06-26,9999-01-01,Staff
422456,Kyoichi,Lally,1964-08-01,1992-11-04,9999-01-01,Engineer
422486,Gor,Bahr,1964-07-28,2001-02-10,9999-01-01,Senior Engineer
422495,Panayotis,Gronowski,1964-08-15,1998-07-26,9999-01-01,Engineer
422512,Nobuyoshi,Hopewell,1964-10-31,1993-11-04,9999-01-01,Senior Engineer
422521,Gennadi,Falco,1964-09-21,1986-09-02,9999-01-01,Staff
422522,Yishay,Murtafg,1964-10-05,1996-11-18,9999-01-01,Engineer
422548,Oguz,Birta,1964-06-10,1998-09-17,9999-01-01,Senior Engineer
422593,Shakhar,Wolniewicz,1964-12-06,1994-11-22,9999-01-01,Senior Engineer
422609,Georg,Syrzycki,1964-11-19,1994-07-23,9999-01-01,Staff
422637,Susanna,Milicic,1964-08-12,1998-02-18,9999-01-01,Staff
422655,Ipke,Kusakari,1964-06-12,1994-01-17,9999-01-01,Senior Engineer
422675,Dannz,Piancastelli,1964-07-17,1987-02-22,9999-01-01,Staff
422743,Arunachalam,Ladret,1964-12-02,1993-07-17,9999-01-01,Senior Engineer
422758,Tamiya,Cyre,1964-11-09,1994-03-11,9999-01-01,Staff
422771,Heejo,Kading,1964-06-10,1990-04-28,9999-01-01,Technique Leader
422783,Jagoda,Uhrig,1965-01-18,1995-09-01,9999-01-01,Engineer
422791,Heng,Guardalben,1964-09-15,1999-03-22,9999-01-01,Staff
422798,Xinan,Domenig,1964-06-11,1989-06-21,9999-01-01,Senior Engineer
422827,Arfst,Verspoor,1964-12-15,1985-10-19,9999-01-01,Senior Staff
422842,Renee,Bardell,1964-11-10,1997-09-01,9999-01-01,Technique Leader
422868,Fumino,Kugler,1964-10-27,1988-03-03,9999-01-01,Staff
422883,Jiang,Noriega,1964-12-03,1990-04-03,9999-01-01,Staff
422893,Martijn,Larfeldt,1964-09-22,1985-08-15,9999-01-01,Senior Staff
422925,Danco,Jeong,1964-06-11,1995-05-17,9999-01-01,Senior Engineer
422974,Aimee,Yamaashi,1964-06-06,1995-06-10,9999-01-01,Staff
423020,Amstein,Rajcani,1964-07-23,1998-06-09,9999-01-01,Engineer
423038,Takushi,Strehl,1965-01-20,1988-10-04,9999-01-01,Senior Staff
423062,Arnd,Hockney,1964-11-19,1995-10-31,9999-01-01,Staff
423076,Duro,Ducloy,1964-08-17,1993-03-01,9999-01-01,Senior Engineer
423111,Nechama,Meriste,1964-12-03,1990-01-19,9999-01-01,Staff
423155,Kazunori,Koblitz,1964-08-23,1996-12-17,9999-01-01,Technique Leader
423172,Gonzalo,Demke,1964-06-28,1993-09-13,9999-01-01,Senior Engineer
423189,Dmitri,Picci,1964-09-21,1990-05-15,9999-01-01,Senior Engineer
423204,Uma,Stranks,1965-01-08,1991-09-13,9999-01-01,Staff
423208,Joydip,Krone,1965-01-19,1995-02-08,9999-01-01,Engineer
423214,Tsutomu,Tetzlaff,1965-01-31,1987-09-24,9999-01-01,Staff
423228,Jacopo,Polupanov,1964-12-21,2002-03-02,9999-01-01,Senior Staff
423233,Ashish,Melton,1964-08-29,1985-08-16,9999-01-01,Senior Staff
423261,Khalid,Skafidas,1964-12-13,1996-01-24,9999-01-01,Staff
423271,Janche,Melton,1964-06-24,1988-05-20,9999-01-01,Senior Engineer
423297,Maja,Pluym,1964-09-16,1989-09-20,9999-01-01,Staff
423307,Jaewon,Bojadziev,1964-07-07,1997-02-07,9999-01-01,Engineer
423327,Constantijn,Lichtman,1965-01-27,1994-06-26,9999-01-01,Staff
423339,Khalil,Shihab,1964-08-08,1989-11-13,9999-01-01,Senior Staff
423350,Heping,Monarch,1965-01-04,1988-04-15,9999-01-01,Staff
423474,Ishfaq,Stamatiou,1964-09-19,1996-07-10,9999-01-01,Engineer
423488,Khue,Neimat,1964-11-21,1990-08-19,9999-01-01,Staff
423527,Mihalis,Demian,1964-07-03,1991-04-19,9999-01-01,Staff
423539,Younwoo,Mapelli,1964-12-11,1989-01-11,9999-01-01,Senior Engineer
423623,Oscar,Qiwen,1964-11-23,1999-12-20,9999-01-01,Engineer
423633,Mariusz,Tokunaga,1965-01-30,1985-02-11,9999-01-01,Senior Engineer
423672,Adel,Lambe,1964-06-01,1997-10-30,9999-01-01,Staff
423718,Mani,Schnelling,1964-09-12,1998-07-15,9999-01-01,Engineer
423729,Akeel,Assaf,1964-08-06,1998-07-17,9999-01-01,Engineer
423731,Mang,Gien,1964-10-03,1998-11-19,9999-01-01,Senior Engineer
423754,Bingning,Sinitsyn,1964-10-28,1997-05-17,9999-01-01,Engineer
423796,Angel,Katzenelson,1964-10-28,1997-07-05,9999-01-01,Engineer
423814,Aamer,Luit,1964-12-22,1992-05-12,9999-01-01,Senior Staff
423816,Atreyi,Alpay,1964-08-18,1997-11-11,9999-01-01,Engineer
423850,Xuejia,Welham,1964-07-15,1987-07-22,9999-01-01,Senior Engineer
423855,Angus,Limongiello,1964-12-22,1993-12-23,9999-01-01,Engineer
423865,Leni,Wolniewicz,1964-06-20,1999-04-30,9999-01-01,Senior Engineer
423902,Utpal,Loncour,1964-06-26,1995-03-11,9999-01-01,Staff
423914,Yefim,Panwar,1964-08-18,1998-06-08,9999-01-01,Staff
423943,Nirmal,Frijda,1964-11-17,1990-12-25,9999-01-01,Senior Engineer
423993,Seshu,Kolvik,1965-01-01,1988-12-09,9999-01-01,Technique Leader
424053,Sedat,Szmurlo,1964-11-09,1993-12-07,9999-01-01,Senior Engineer
424241,Douadi,Wendorf,1964-08-24,1999-09-29,9999-01-01,Senior Engineer
424275,Kamran,Lamparter,1964-11-19,1988-04-21,9999-01-01,Staff
424321,Zhenbing,Marwedel,1964-11-13,1999-02-09,9999-01-01,Engineer
424372,Yuichiro,Speckmann,1964-12-19,1997-06-07,9999-01-01,Technique Leader
424432,Kaijung,Luce,1964-10-02,1989-04-30,9999-01-01,Senior Engineer
424434,Valdiodio,Chorvat,1964-10-26,1999-06-08,9999-01-01,Staff
424466,Hyuncheol,Gubsky,1964-06-04,1986-07-10,9999-01-01,Staff
424482,Mahendra,Templeman,1964-08-06,1987-10-31,9999-01-01,Staff
424569,Danco,Luff,1965-01-14,1997-10-30,9999-01-01,Engineer
424584,Kagan,Dredge,1965-02-01,1994-02-26,9999-01-01,Senior Engineer
424596,Duro,Erdi,1964-10-16,1993-11-23,9999-01-01,Senior Engineer
424601,Aluzio,Rattan,1964-11-07,1997-01-25,9999-01-01,Staff
424643,Moti,Ermel,1964-09-15,1988-12-10,9999-01-01,Engineer
424663,Mooi,Gecseg,1964-10-20,1996-03-08,9999-01-01,Senior Engineer
424682,Uzi,Undy,1964-07-12,1989-05-30,9999-01-01,Staff
424685,Changho,Veevers,1965-01-10,1997-03-03,9999-01-01,Senior Staff
424743,Qiwen,Mukaidono,1964-09-14,2000-03-31,9999-01-01,Staff
424790,Tse,Goldhammer,1964-12-19,1999-04-26,9999-01-01,Engineer
424797,Theron,Itschner,1965-01-19,1985-05-16,9999-01-01,Staff
424805,Jacqueline,Zallocco,1965-01-24,1987-12-17,9999-01-01,Staff
424807,Conal,Francisci,1964-10-19,1991-03-07,9999-01-01,Senior Engineer
424851,Martijn,Mansanne,1964-06-01,1996-11-08,9999-01-01,Staff
424888,Abdelwaheb,Bisiani,1964-07-15,1998-11-12,9999-01-01,Staff
424930,Xuejun,Reeker,1965-01-19,1988-11-18,9999-01-01,Staff
424935,Duri,Katalagarianos,1964-10-05,1994-05-31,9999-01-01,Senior Engineer
424978,Baocai,Jullig,1964-06-24,2000-01-12,9999-01-01,Staff
424984,Vasilis,Waleschkowski,1965-01-11,1996-05-26,9999-01-01,Engineer
425022,Miomir,Kowalchuk,1964-08-21,1995-10-18,9999-01-01,Engineer
425120,Hsiangchu,Streit,1964-12-02,1993-08-22,9999-01-01,Senior Engineer
425149,Vatsa,Hainaut,1964-12-21,1992-08-18,9999-01-01,Staff
425155,Baoqiu,Bressoud,1964-10-04,1999-12-08,9999-01-01,Staff
425161,Sariel,Isaak,1964-08-09,1988-09-29,9999-01-01,Staff
425242,Wanqing,Fraisse,1964-12-08,1994-12-20,9999-01-01,Staff
425272,Florian,Rijckaert,1964-10-06,1987-07-14,9999-01-01,Senior Engineer
425273,Richara,Rajala,1964-07-15,1995-06-25,9999-01-01,Senior Engineer
425286,Jagoda,Peak,1964-11-13,1999-08-29,9999-01-01,Engineer
425308,Shietung,Shiratori,1964-06-17,1986-12-15,9999-01-01,Senior Engineer
425320,Premsyl,Ranai,1964-11-13,1989-01-08,9999-01-01,Senior Engineer
425347,Flemming,DiGiano,1964-10-27,1993-03-17,9999-01-01,Senior Engineer
425361,Shrikanth,Junot,1964-06-16,1994-06-30,9999-01-01,Staff
425372,Tuval,Olano,1964-11-29,1998-09-18,9999-01-01,Engineer
425386,Kristof,Shackel,1964-12-25,2002-04-22,9999-01-01,Engineer
425387,Eckart,Sinicrope,1964-07-23,1991-05-28,9999-01-01,Senior Engineer
425423,Zhenbing,Cappelletti,1964-11-05,1994-02-27,9999-01-01,Senior Engineer
425424,Tremaine,Hebert,1964-07-23,1994-10-26,9999-01-01,Engineer
425437,Moni,Staudhammer,1965-01-03,1999-03-23,9999-01-01,Engineer
425448,Houman,Hasenauer,1964-11-11,1992-12-03,9999-01-01,Senior Engineer
425450,Nathan,Tsukuda,1964-10-01,1997-08-04,9999-01-01,Senior Engineer
425502,Fuqing,Piancastelli,1964-08-17,1990-12-15,9999-01-01,Senior Engineer
425517,Nahla,Brattka,1964-07-20,1998-05-16,9999-01-01,Engineer
425535,Alagu,Vieri,1965-01-18,1986-08-23,9999-01-01,Staff
425540,Paddy,Zumaque,1965-01-03,1995-11-12,9999-01-01,Senior Staff
425556,Conal,Perly,1964-11-25,1989-10-28,9999-01-01,Staff
425562,Shahid,Cappelli,1964-12-07,1997-07-08,9999-01-01,Senior Engineer
425565,Mara,Irland,1964-07-11,1998-02-22,9999-01-01,Staff
425597,Valter,Keirsey,1964-11-11,2000-01-09,9999-01-01,Staff
425604,Margareta,Cummings,1964-12-29,1999-12-20,9999-01-01,Technique Leader
425651,Sampalli,Castellani,1964-07-31,1989-07-06,9999-01-01,Senior Engineer
425656,Basem,Imataki,1964-10-10,1988-05-19,9999-01-01,Staff
425666,Zine,Leaver,1964-07-16,1998-08-08,9999-01-01,Senior Engineer
425675,Toshiko,Schlenzig,1964-09-13,1985-02-18,9999-01-01,Staff
425704,Zhiguo,Anger,1964-06-27,1995-12-18,9999-01-01,Senior Staff
425757,Yongdong,Jiang,1965-01-18,1995-01-31,9999-01-01,Senior Staff
425780,Paris,Range,1965-01-15,1989-10-25,9999-01-01,Senior Staff
425781,Pranav,Baez,1964-06-21,1986-10-18,9999-01-01,Staff
425830,Guther,Conia,1965-01-30,1999-02-13,9999-01-01,Engineer
425859,Lansing,Serov,1964-07-11,2001-03-04,9999-01-01,Engineer
425875,Jahangir,Kroft,1965-01-19,1990-06-11,9999-01-01,Staff
425892,Constantine,Uhrik,1964-06-01,1992-04-25,9999-01-01,Staff
425906,Munir,Dalphin,1964-08-29,1996-10-10,9999-01-01,Staff
425910,Sedat,Melichar,1964-12-19,1987-02-19,9999-01-01,Staff
425918,Gilbert,Jayawardene,1964-10-12,1987-11-01,9999-01-01,Staff
425936,Kwan,Georgatos,1964-06-25,1989-10-14,9999-01-01,Staff
425978,Mingdong,Demian,1964-08-08,1986-03-09,9999-01-01,Senior Engineer
425988,Giap,Kushnir,1964-06-24,1991-06-20,9999-01-01,Senior Engineer
426077,Goncalo,Mandelberg,1964-09-03,1991-08-31,9999-01-01,Staff
426086,Yuuichi,Reutenauer,1964-11-16,1987-10-06,9999-01-01,Senior Engineer
426114,Hugo,Botman,1964-08-03,1989-12-28,9999-01-01,Technique Leader
426153,Shahaf,Luce,1965-01-16,1999-04-06,9999-01-01,Senior Staff
426168,Kaijung,Mateescu,1965-01-10,1987-11-18,9999-01-01,Staff
426171,Oscal,Pargaonkar,1964-12-17,1985-07-01,9999-01-01,Staff
426183,Fai,Gunderson,1964-11-05,1995-06-25,9999-01-01,Engineer
426191,Yuuichi,Heiserman,1964-10-29,1986-04-15,9999-01-01,Senior Engineer
426212,Yefim,McConalogue,1964-11-28,1991-08-09,9999-01-01,Senior Engineer
426228,Supot,Badache,1965-01-17,1996-08-17,9999-01-01,Engineer
426229,Masasuke,Schonegge,1964-11-22,1998-09-05,9999-01-01,Assistant Engineer
426235,Danco,Rajala,1965-01-31,1991-03-29,9999-01-01,Staff
426279,Waiman,Jakobus,1964-07-10,1987-08-22,9999-01-01,Staff
426287,Nectarios,Picel,1964-08-04,1986-06-16,9999-01-01,Staff
426315,Chriss,Zaiane,1964-08-22,1987-09-17,9999-01-01,Senior Staff
426347,Kendra,Sabnani,1964-10-23,1986-01-08,9999-01-01,Staff
426354,Constantijn,Emmerich,1964-07-14,1985-06-07,9999-01-01,Senior Engineer
426356,Lein,Boudaillier,1964-11-18,1995-03-26,9999-01-01,Senior Engineer
426362,Marko,Kusalik,1964-07-02,1987-04-01,9999-01-01,Staff
426402,Kamran,Garnham,1964-12-28,1997-01-16,9999-01-01,Staff
426422,Mohammad,Rodier,1964-11-28,1986-11-02,9999-01-01,Senior Engineer
426460,Xiahua,Krychniak,1964-10-08,1992-06-28,9999-01-01,Senior Staff
